project_name,observation_type,observation_type_other,observation_details,classification,risk_rating,close_out_details,status,inspected_by,created_at,updated_at,source_report_group,source_created_by,source_modified_by
Al-Madinah,Others,,"It was observed that a fire pipe was installed without proper supports, which may result in pipe damage and create a potential safety risk.",Unsafe Condition,Medium,Proper supports have been installed to secure the fire pipe and eliminate the identified hazard.,Closed,25206,2026-07-08 23:31:01,2026-07-08 23:31:04,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,PPE,,"It was observed that a worker was cutting steel using a grinder without wearing the required PPE, which may result in serious injuries from flying sparks or metal fragments.",Unsafe Act&Unsafe Condition,Medium,The work was stopped immediately. A Toolbox Talk (TBT) was conducted to reinforce awareness of the proper use of PPE during grinding activities. The worker was issued a verbal warning and informed that stricter disciplinary action will be taken if the violation is repeated.,Closed,26079,2026-07-08 23:44:53,2026-07-08 23:44:57,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Arab Hospital,PPE,,It was noted that personal protective equipment (helmet) was not being worn.,Unsafe Act&Unsafe Condition,Medium,"After observing the incident, they were given personal protective equipment and warned against repeating it.",Closed,26328,2026-07-08 23:49:20,2026-07-08 23:49:35,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
Al-Arab Hospital,PPE,,It was noted that personal protective equipment (helmet) was not being worn.,Unsafe Act&Unsafe Condition,Medium,"After observing the incident, they were given personal protective equipment and warned against repeating it.",Closed,26328,2026-07-08 23:51:47,2026-07-08 23:51:58,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
WELLNESS,Electrical,,Cable drum was found connected to the distribution board (DB) without an industrial plug,Unsafe Condition,Medium,Industrial plug provided,Closed,10322,2026-07-08 23:52:05,2026-07-08 23:52:05,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
Al-Madinah,Barricades and Signs,,"A gap was observed between the barricades surrounding the excavation area. This opening creates a fall hazard, as workers may unintentionally enter the excavation if the gap is not covered, potentially resulting in a serious falling hazard.",Unsafe Condition,High,The between barricades have been covered with the combination of wire rope and warning tape.,Closed,25206,2026-07-08 23:52:51,2026-07-08 23:52:54,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Arab Hospital,PPE,,It was noted that personal protective equipment (helmet) was not being worn.,Unsafe Act&Unsafe Condition,Medium,"After observing the incident, they were given personal protective equipment and warned against repeating it.",Closed,26328,2026-07-08 23:54:48,2026-07-08 23:54:59,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
WELLNESS,Fall Protection,,"An open manhole was observed in the middle of the access without any barricading 
",Unsafe Condition,Medium,Covered,Closed,26084,2026-07-08 23:55:53,2026-07-08 23:55:53,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
Al-Arab Hospital,PPE,,It was noted that personal protective equipment (helmet) was not being worn.,Unsafe Act&Unsafe Condition,Medium,"After observing the incident, they were given personal protective equipment and warned against repeating it.",Closed,26328,2026-07-08 23:57:28,2026-07-08 23:57:38,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
WELLNESS,Housekeeping,,Sharp-edged waste was observed in mechanical room,Unsafe Condition,Low,Housekeeping done,Closed,21109,2026-07-09 00:00:18,2026-07-09 00:00:18,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
Al-Madinah,Fire Protection,,"It was observed that the tower light was not provided with a fire extinguisher, which may delay the initial response in the event of a fire emergency",Unsafe Condition,Low,A suitable fire extinguisher was provided and securely installed on the tower light.,Closed,24974,2026-07-09 00:04:34,2026-07-09 00:04:37,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Fire Protection,," It was observed that The generator was operating without a fire extinguisher available nearby, which may delay the response in case of a fire emergency.",Unsafe Condition,Low,A suitable fire extinguisher was provided and securely installed on the generator.,Closed,24974,2026-07-09 00:12:37,2026-07-09 00:12:39,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Fire Protection,,"During site inspection,fire extinguishers were observed without updated monthly color coding and inspection stickers. The absence of these visual inspection indicators makes it difficult to verify.",Unsafe Condition,Low,monthly color coding and inspection stickers of the fire extinguisher have been updated..,Closed,25098,2026-07-09 00:25:33,2026-07-09 00:25:35,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Work at Height,,"It was found that workers were working on an undesignated platform there is no platform and they were standing above a very small batton on height approximately 2 meters which may cause a serious injury or fatality.
",Unsafe Act&Unsafe Condition,High,"Activity has been suspended immediatly, final warning was issued and a work at height training has been conducted",Closed,26079,2026-07-09 00:43:04,2026-07-09 00:43:06,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Others,Property damage,"It was observed that live existing utilities adjacent to the excavation activity were not provided with proper support and protection, may result in damage to the utilities, airport service interruption, or potential safety hazards during the excavation work.",Unsafe Condition,High,"Proper temporary supports and protection were provided for the live existing utilities adjacent to the excavation. The utilities were secured to prevent movement or damage during the excavation work, and the work area was inspected to ensure compliance with safety requirements.",Closed,25206,2026-07-09 01:01:50,2026-07-09 01:01:51,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Good Practice,,Dust Control: it was observed Water spraying was continuously carried out during the excavation activity to effectively control dust generation and minimize its impact on the surrounding work area.,Good Practice,Good Practice,,Good Practice,25002,2026-07-09 01:14:29,2026-07-09 01:14:30,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
WELLNESS,Barricades and Signs,,Open manholes were observed in the access area without any barricading,Unsafe Condition,Medium,Barricaded & signage posted,Closed,10322,2026-07-09 01:21:24,2026-07-09 01:21:24,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
Al-Madinah,PPE,,"It was observed that a worker was not wearing the required personal protective equipment (PPE) (helmet, gloves, and safety goggles). ",Unsafe Act,Low,"The worker was immediately suspended from work, given a brief awareness session on the importance of adhering to PPE guidelines, and issued a verbal warning with instructions not to repeat the violation. ",Closed,25098,2026-07-09 01:21:59,2026-07-09 01:22:01,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
WELLNESS,Tools and Machines,,Grinder was observed without a side handle,Unsafe Condition,Medium,Handle installed & color code applied,Closed,25239,2026-07-09 01:24:20,2026-07-09 01:24:20,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Fall Protection,,"An open manhole was observed beside the access without any barricading 
",Unsafe Condition,Medium,Covered,Closed,25239,2026-07-09 01:26:23,2026-07-09 01:26:23,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
Al-Madinah,Good Practice,,"
It was observed a lifting activity was going on  with good practice
* Warning sign displayed.
* Area barricaded and restricted.
* Valid lifting permit available.
* Lifting checklist completed.
* Qualified rigger assigned.
* Outriggers fully deployed with pads.
* Crane positioned on stable ground.
* Controlled lifting operation.",Good Practice,Good Practice,,Good Practice,25098,2026-07-09 01:31:40,2026-07-09 01:31:42,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
KSP,Good Practice,,"Hot work activity was carried out by the electrical team safely under supervision of their fourman in Museum basement.

The worker was using the required PPE, including a face shield, gloves, and apron.

A fire extinguisher was kept nearby and a competent fire watch was present throughout the activity. 

The work area was monitored to prevent fire hazards.",Good Practice,Good Practice,,Good Practice,25200,2026-07-09 03:32:31,2026-07-09 03:32:32,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Good Practice,Tool Box Talk,Tool box talk was conducted for Mechanical and Ducting teams at National Theater level 03.,Good Practice,Good Practice,,Good Practice,25762,2026-07-09 03:42:28,2026-07-09 03:42:30,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Others,Materials Management ,Poor Materials Management was observed in ducting store at Medium Theatre ground floor.,Unsafe Condition,Low,Foreman was informed to arrange all duct materials properly and maintain good housekeeping which he complied.,Closed,25762,2026-07-09 03:46:34,2026-07-09 03:46:42,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Good Practice,,Electrical Distribution board inspection was conducted in National Theater basement and MBL sticker was installed.,Good Practice,Good Practice,,Good Practice,21052,2026-07-09 03:51:37,2026-07-09 03:51:39,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Good Practice,,"Power tools, Hand tools and electrical task lights inspection was conducted in Medium Theater ground floor and color code was updated.",Good Practice,Good Practice,,Good Practice,21052,2026-07-09 03:52:33,2026-07-09 03:52:35,FF-HSE-0501,Waqar Anwar,Waqar Anwar
P09,Fall Protection,,Excavated area in the middle of the road can cause major accident at pathway02.,Unsafe Condition,Medium,"Immediate action taken, open excavated area barricaded with visible safety cones.",Closed,25261,2026-07-09 04:54:20,2026-07-09 04:54:22,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, team doing manual excavation and lack of safety helmet at HE01",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 04:55:02,2026-07-09 04:55:05,FF-HSE-0501,Javed Musa,Javed Musa
P09,Housekeeping,,"Poor housekeeping, unused material at access can cause trip, slip and fall.",Unsafe Condition,Low,Unused material shifted to storage area and secured the access.,Closed,25261,2026-07-09 04:55:43,2026-07-09 04:55:44,FF-HSE-0501,Javed Musa,Javed Musa
P09,Mobile equipment personnel Interference MEPI,,Lack of isolation for work area near active road at pathway03,Unsafe Condition,Medium,"Immediate action taken, work area isolated with visible safety cones and flagman assigned.",Closed,25261,2026-07-09 04:56:25,2026-07-09 04:56:26,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fire Protection,,"Diesel was found at the worksite stored in an unsecured manner, creating a potential fire hazard.",Unsafe Condition,Medium,immediately removed and stored in a safe area. stand-down meeting was conducted to explain fire hazards and the necessary control measures.,Closed,25261,2026-07-09 04:57:03,2026-07-09 04:57:05,FF-HSE-0501,Javed Musa,Javed Musa
P09,Environmental,,Open drum with stagnant water found at site potential mosquito breeding hazard at pathway01,Unsafe Condition,Low,"Immediate action taken, after drum was removed from the worksite.",Closed,25261,2026-07-09 05:00:06,2026-07-09 05:00:09,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, electrical team was observed working without wearing the required PPE at pathway04",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:00:43,2026-07-09 05:00:45,FF-HSE-0501,Javed Musa,Javed Musa
P09,Housekeeping,,"Poor housekeeping, unused material accumulated at utility compound area.",Unsafe Condition,Low,Unused material shifted to storage area.,Closed,25261,2026-07-09 05:01:22,2026-07-09 05:01:22,FF-HSE-0501,Javed Musa,Javed Musa
P09,Tools and Machines,,hand tools and power tools found at the worksite without monthly inspection colour coding.,Unsafe Condition,Low,"Hand tools and power tools inspected, and monthly colour coding applied.",Closed,25261,2026-07-09 05:02:19,2026-07-09 05:02:22,FF-HSE-0501,Javed Musa,Javed Musa
P09,Confined Space,,Lack of stand by man for confined space activity at utility compound area.,Unsafe Condition,Medium,Trained stand by man assigned for confined space activity.,Closed,25261,2026-07-09 05:02:57,2026-07-09 05:02:59,FF-HSE-0501,Javed Musa,Javed Musa
P09,Electrical,,"Electric panel left open at HW area, can cause electrical hazard for unauthorized entrance.",Unsafe Condition,Medium,"Immediate action taken, panel door locked by authorized key personnel .",Closed,25261,2026-07-09 05:08:25,2026-07-09 05:08:28,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, electrical team was observed working without wearing the required PPE at utility compound",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:10:33,2026-07-09 05:10:36,FF-HSE-0501,Javed Musa,Javed Musa
P09,Housekeeping,,"Poor housekeeping, unused material accumulated Pathway03",Unsafe Condition,Low,Unused material shifted to storage area.,Closed,25261,2026-07-09 05:11:13,2026-07-09 05:11:15,FF-HSE-0501,Javed Musa,Javed Musa
P09,Mobile equipment personnel Interference MEPI,,Heavy equipment in operation at shura round about without flagman,Unsafe Condition,Medium,"Immediate action taken, trained flagman assigned with heavy equipment.",Closed,25261,2026-07-09 05:11:52,2026-07-09 05:11:53,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fire Protection,,diesel generator was found at the worksite without a drip tray and fire extinguisher. This unsafe condition poses a risk of fuel spillage and potential fire hazard.,Unsafe Condition,Medium,"The generator was removed from the worksite, and the team was instructed to replace it with a compliant unit equipped with the required safety measures.",Closed,25261,2026-07-09 05:12:29,2026-07-09 05:12:30,FF-HSE-0501,Javed Musa,Javed Musa
P09,Tools and Machines,,Hand tools in use without inspection and colour coding at pathway01,Unsafe Condition,Low,"Immediate action taken, hand tools inspected and monthly colour coding applied.",Closed,25261,2026-07-09 05:17:48,2026-07-09 05:17:51,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, manual excavation at utility compound without hand gloves.",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:18:24,2026-07-09 05:18:26,FF-HSE-0501,Javed Musa,Javed Musa
P09,Housekeeping,,"Poor housekeeping, unused material accumulated at utility compound area.",Unsafe Condition,Low,Unused material shifted to storage area.,Closed,25261,2026-07-09 05:19:06,2026-07-09 05:19:08,FF-HSE-0501,Javed Musa,Javed Musa
ADF,Lifting Operations,,"Observed that the electrical team was carrying out a lifting activity without using a tag line to control the suspended load.				
",Unsafe Condition,Medium,Work was stopped immediately. A suitable tag line was provided and used to control the suspended load.,Closed,14832,2026-07-09 05:19:26,2026-07-09 05:19:26,FF-HSE-0501,MD Fahad,MD Fahad
P09,Mobile equipment personnel Interference MEPI,,Lack of isolation for work area near active road at pathway01,Unsafe Condition,Medium,"Immediate action taken, work area isolated with visible safety cones.",Closed,25261,2026-07-09 05:19:44,2026-07-09 05:19:46,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fall Protection,,"Workers were observed performing manual excavation without proper barricading around the excavation zone, creating a potential safety hazard for nearby personnel and vehicles.",Unsafe Condition,Medium,Action taken and safety Cones placed to alert the workers and vehicles.,Closed,25261,2026-07-09 05:20:44,2026-07-09 05:20:47,FF-HSE-0501,Javed Musa,Javed Musa
P09,Tools and Machines,,Hand tools in use without inspection and colour coding at pathway01,Unsafe Condition,Low,"Immediate action taken, hand tools inspected and monthly colour coding applied.",Closed,25261,2026-07-09 05:26:30,2026-07-09 05:26:31,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, electrical worker at utility compound without safety helmet.",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:27:08,2026-07-09 05:27:10,FF-HSE-0501,Javed Musa,Javed Musa
P09,Housekeeping,,"Poor housekeeping, unused material accumulated at pathway03",Unsafe Condition,Low,Unused material shifted to storage area.,Closed,25261,2026-07-09 05:27:48,2026-07-09 05:27:50,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fire Protection,,"Fire extinguisher with heavy equipment, need to inspect.",Unsafe Condition,Low,"Immediate action taken, Fire extinguisher inspected and monthly colour code applied",Closed,25261,2026-07-09 05:28:31,2026-07-09 05:28:32,FF-HSE-0501,Javed Musa,Javed Musa
ADF,Lifting Operations,,"Observed that a lifting operation was in progress at Golf Phase 2B, but the ground condition in the lifting area was uneven and unsuitable for safe lifting operations.
",Unsafe Condition,High,"Lifting work was stopped, the ground was made stable, and the operation resumed only after the area was confirmed safe.",Closed,12362,2026-07-09 05:28:42,2026-07-09 05:28:42,FF-HSE-0501,MD Fahad,MD Fahad
P09,Mobile equipment personnel Interference MEPI,,Lack of isolation for work area near active road at pathway01.,Unsafe Condition,Medium,Work area isolated with visible safety cones and trained flagman assigned to control traffic .,Closed,25261,2026-07-09 05:29:13,2026-07-09 05:29:15,FF-HSE-0501,Javed Musa,Javed Musa
P09,Tools and Machines,,Hand tools found at the worksite without proper inspection and colour coding at pathway03,Unsafe Condition,Low,"Immediate action taken, hand tools inspected and monthly colour coding applied.",Closed,25261,2026-07-09 05:31:47,2026-07-09 05:31:48,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, a worker doing general work at pathway03 without hand gloves.",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:32:23,2026-07-09 05:32:24,FF-HSE-0501,Javed Musa,Javed Musa
P09,Training / Qualifications,,"A weekly safety training session was conducted regarding the UV protection and load-bearing capacity of safety helmets. During the session, workers were informed that prolonged exposure to sunlight and ultraviolet (UV) rays can weaken the helmet shell over time, reducing its ability to provide adequate head protection.",Good Practice,Good Practice,Attendance Sheet.,Good Practice,25261,2026-07-09 05:33:35,2026-07-09 05:33:36,FF-HSE-0501,Javed Musa,Javed Musa
ROSEWOOD,Electrical,Scattered Materials and Poor Cable Management,"It observed that poor housekeeping with electrical cables scattered across the floor. This untidy condition created trip hazards and increased the risk of slips, trips and falls.",Unsafe Condition,Medium,"Remove all the tools, materials and electrical cables from the floor and organizing the work area. Good housekeeping was restored, eliminating trip hazards",Closed,21101,2026-07-09 05:33:40,2026-07-09 05:45:12,FF-HSE-0501,Hamza Asi,Hamza Asi
P09,Mobile equipment personnel Interference MEPI,,Heavy equipment in operation at shura round about without flagman,Unsafe Condition,Medium,Stand down meeting with operator and flagman regarding equipment movement and role of flagman to avoid blind spot and road moving vehicles incident.,Closed,25261,2026-07-09 05:34:13,2026-07-09 05:34:15,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fall Protection,,Excavated area at HW area without safe access can cause fall for workers to go inside work,Unsafe Condition,Medium,"Immediate action taken, step access provided for excavated area.",Closed,25261,2026-07-09 05:34:49,2026-07-09 05:34:50,FF-HSE-0501,Javed Musa,Javed Musa
P09,LOTO,,Electrical panel left unsecured can cause major incident due to unauthorized access.,Unsafe Condition,Medium,"Immediate action taken, LOTO is applied to allow only authorized entry.",Closed,25261,2026-07-09 05:37:05,2026-07-09 05:37:06,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, A subcontractor was observed performing shuttering work without wearing the required hand gloves.",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:37:38,2026-07-09 05:37:40,FF-HSE-0501,Javed Musa,Javed Musa
P09,Mobile equipment personnel Interference MEPI,,Lack of isolation for work area near active road at bridge 08,Unsafe Condition,Medium,Work area isolated with visible safety cones.,Closed,25261,2026-07-09 05:38:10,2026-07-09 05:38:12,FF-HSE-0501,Javed Musa,Javed Musa
P09,Confined Space,,Work in confined space in process at HW area without standby man.,Unsafe Condition,Medium,"Immediate action taken, Trained standby man assigned to monitor the confined space activity.",Closed,25261,2026-07-09 05:38:44,2026-07-09 05:38:45,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fall Protection,,"Manhole cover left open after work at utility compound, have fall hazard for workers passing nearby.",Unsafe Condition,Medium,"Immediate action taken, open manhole protected with permanent designed lid.",Closed,25261,2026-07-09 05:39:20,2026-07-09 05:39:22,FF-HSE-0501,Javed Musa,Javed Musa
ROSEWOOD,Electrical,,"It observed that an unenergized electrical feeder pillar was left open, creating a risk of unauthorized access, equipment damage, and unsafe work practices.",Unsafe Condition,High,"Notify to the concerned team, unenergized feeder pillar was closed and secured. The team was instructed not to leave electrical enclosures open after completing their work.",Closed,22271,2026-07-09 05:42:02,2026-07-09 05:42:25,FF-HSE-0501,Hamza Asi,Hamza Asi
P09,Housekeeping,,Poor housekeeping and scattered materials at bridge 08,Unsafe Condition,Low,"Immediate action taken, housekeeping done and secured the area.",Closed,25261,2026-07-09 05:42:33,2026-07-09 05:42:34,FF-HSE-0501,Javed Musa,Javed Musa
P09,PPE,,"Lack of personal protective equipment, a worker was observed working without wear required hand gloves creating risk of hand injury.",Unsafe Act,Low,"Verbal instruction was given, and the issue was rectified.",Closed,25261,2026-07-09 05:43:05,2026-07-09 05:43:06,FF-HSE-0501,Javed Musa,Javed Musa
P09,LOTO,,"Electrical (DP) found at the worksite without proper LOTO or factory lock arrangement. Panel doors were accessible, creating a risk of unauthorized access and potential electrical hazard at bridge 08",Unsafe Condition,Medium,"Immediate action was taken, and a factory lock was applied to restrict access to authorized personnel only.",Closed,25261,2026-07-09 05:43:41,2026-07-09 05:43:42,FF-HSE-0501,Javed Musa,Javed Musa
P09,Training / Qualifications,,An emergency response drill was conducted to evaluate the team's readiness in handling a workplace injury. ,Good Practice,Good Practice,,Good Practice,25261,2026-07-09 05:44:11,2026-07-09 05:44:11,FF-HSE-0501,Javed Musa,Javed Musa
P09,Fall Protection,,"Manhole cover left open after work at utility compound, have fall hazard for workers passing nearby.",Unsafe Condition,Medium,"Immediate action taken, open manhole protected with permanent designed lid.",Closed,25261,2026-07-09 05:44:44,2026-07-09 05:44:45,FF-HSE-0501,Javed Musa,Javed Musa
Al-Madinah,Barricades and Signs,,"It was observed that an open manhole was not provided with proper barricading and warning signage, which may result in personnel falling into the opening and sustaining serious injuries.",Unsafe Condition,High,The open manhole has been properly secured with suitable barricading and warning signage. The area has been made safe to prevent unauthorized access and eliminate the risk of falls.,Closed,25206,2026-07-09 05:48:30,2026-07-09 05:48:32,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Oceanarium,PPE,,It was observed that the painter was carrying out painting mixing activities inside the paint booth without wearing the appropriate face mask.,Unsafe Act,Medium,The painter was immediately instructed to stop the painting mixing activities and wear the appropriate face mask/respiratory before resuming work.,Closed,30199,2026-07-09 05:58:55,2026-07-09 05:58:58,FF-HSE-0501,Najmudheen Vayalilakath,Najmudheen Vayalilakath
Al-Madinah,Mobile equipment personnel Interference MEPI,,"It was observed The concerned Foreman was standing inside the work zone(exclusion zone) near the operating excavator and close to the excavation edge, bypassing the installed barricades and warning signage. 
Risk of being struck by mobile equipment, falling into the excavation, or being trapped by excavation collapse .",Unsafe Act&Unsafe Condition,High,"Work suspended, a final warning has been issued for violator, and excavation andMEPI training have been conducted to forman.  ",Closed,25206,2026-07-09 06:01:44,2026-07-09 06:01:45,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Good Practice,,"Drinking water coolers have been placed on stands under sgaded areas to protect them from direct sunlight. Ice is supplied to the site daily to keep the drinking water cool and ensure workers remains properly hydrated, especially during hot weather conditions.",Good Practice,Good Practice,,Good Practice,26121,2026-07-09 06:19:08,2026-07-09 06:19:11,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Oceanarium,Housekeeping,,"Poor housekeeping was observed in the work area. Timber pieces, scrap materials, packing debris and other waste were scattered on the floor",Unsafe Condition,Low,The observation has been rectified. All scattered debris and waste materials were removed from the work area,Closed,11211,2026-07-09 06:20:56,2026-07-09 06:21:02,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Oceanarium,PPE,,"A worker carrying out painting/coating activity was observed, he was not using the required respiratory protection",Unsafe Act,Medium,"The worker adequately protected from paint fumes and chemical vapors, reducing the risk of respiratory exposure and ensuring compliance",Closed,30199,2026-07-09 06:23:34,2026-07-09 06:23:36,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Al-Madinah,Barricades and Signs,,"It was observed that several barriers had fallen onto the ground due to strong winds, creating an unsafe condition and reducing the effectiveness of the barricaded area.",Unsafe Condition,Low,"The fallen barriers were reinstated, secured properly, and filled with water to improve their stability and prevent them from falling again due to strong winds.",Closed,24974,2026-07-09 06:26:23,2026-07-09 06:26:24,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Good Practice,,"The lifting activity was carried out in full compliance with safety requirements. A clearly designated exclusion zone was established with appropriate warning signage in place. Tag lines were used to maintain load control throughout the lifting operation. A competent Lifting Supervisor and Rigger were present to supervise the activity. A valid lifting permit was available, and the mobile crane and all lifting accessories were inspected, certified, and found to be in good working condition before use.",Good Practice,Good Practice,,Good Practice,25098,2026-07-09 06:37:20,2026-07-09 06:37:22,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Housekeeping,,"It was observed that poor housekeeping was identified at the work area, which may lead to slip, trip, and fall hazards. Additionally, as the work site is located adjacent to the airside, loose materials and debris may be blown by the wind, potentially affecting airport operations and aircraft safety.",Unsafe Condition,Medium,"All housekeeping issues have been rectified. The work area has been thoroughly cleaned, and all loose materials and debris have been removed and properly disposed of",Closed,26079,2026-07-09 06:46:39,2026-07-09 06:46:41,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Barricades and Signs,,"It was observed that an open manhole was left without proper barricading and warning signage, which may result in falls, unauthorized access, and potential hazards to personnel and vehicles.
",Unsafe Condition,Medium,"The open manhole has been properly secured with suitable barricades, and warning signage has been installed around the area. The location is now adequately protected to prevent unauthorized access and ensure the safety of personnel and vehicles.",Closed,25206,2026-07-09 06:59:23,2026-07-09 06:59:25,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Environmental,,"It was observed that chemical materials were found stored on site without proper designated storage, which may lead to chemical spills, fire hazards, environmental contamination, or potential health and safety risks to workers.",Unsafe Act&Unsafe Condition,Medium,All chemical materials have been removed from the site and relocated to the designated chemical storage area.,Closed,26121,2026-07-09 07:11:22,2026-07-09 07:11:23,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Arab Hospital,PPE,,"A Green Building foreman was observed wearing ripped safety shoes, which no longer provided adequate foot protection and posed a safety risk.",Unsafe Condition,Medium,"The foreman was instructed to replace the damaged safety shoes and was removed from the worksite until suitable safety footwear was provided. After replacing the shoes with proper safety shoes, the foreman was permitted to re-enter the site and resume work.",Closed,10039387,2026-07-10 11:36:09,2026-07-10 11:36:24,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
WELLNESS,Others,Tripping ,"Poor cable management was observed in the access area
",Unsafe Condition,Medium,Cable removed,Closed,25239,2026-07-10 22:15:52,2026-07-10 22:15:52,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Fall Protection,,"An open manhole was observed beside the access without any barricading
",Unsafe Condition,Medium,Covered,Closed,25239,2026-07-10 22:17:10,2026-07-10 22:17:10,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Good Practice,,All power tools were inspected and found to have valid color coding,Good Practice,Good Practice,,Good Practice,25239,2026-07-10 22:23:42,2026-07-10 22:23:42,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
KSP,Electrical,,Electrical cables and extension  are lying across the floor and in the access path needs to organized properly all cables,Unsafe Condition,Low,The Cable has been removed,Closed,19722,2026-07-10 22:29:05,2026-07-10 22:29:07,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,LOTO,,"The SDB rooms have been Power OFF because some rooms not have door keys, and many rooms are not properly locked and secured.
It's clear instruction to all Testing & Commissioning (T&C) teams and responsible persons that no energization activity is permitted until the SDB rooms are properly secured with functional door locks and keys.",Unsafe Act&Unsafe Condition,High,,Closed,19722,2026-07-10 22:30:54,2026-07-10 22:30:56,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Scaffolds,,Observe that B2 F15 not proper arrange the scaffolding material,Unsafe Condition,Low,scaffolding material has been properly arranged,Closed,25846,2026-07-10 22:32:07,2026-07-10 22:32:10,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Good Practice,,"Hot work activity was carried out by the electrical team safely under supervision of their fourman,
The worker was using the required PPE, including a  face shield,  gloves, and apron,
A fire extinguisher was kept nearby, and a competent fire watch was present throughout the activity. The work area was monitored to prevent fire hazards.",Good Practice,Good Practice,,Good Practice,25200,2026-07-10 22:46:17,2026-07-10 22:46:18,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
